Date,ATM_ID,District,Location_Type,Manufacturer,ATM_Age_Yrs,Daily_Transactions,Failed_Transactions,Cash_Remaining_Pct,Cash_Loaded_Today,CardReader_Errors,CashDispenser_Errors,Cash_Jams,Printer_Errors,Paper_Remaining_Pct,CPU_Temp_C,CPU_Usage_Pct,Memory_Usage_Pct,Network_Latency_ms,Network_Drops,UPS_Battery_Pct,Power_Outages_7D,Days_Since_Maintenance,Previous_Failures_90D,Customer_Complaints_7D,Failure_Code,Failure_Next_48H,Predicted_Failure_Next_48H,Failure_Probability
2025-12-28,ATM023,1,4,2,7.4,574,3,48.0,0,1,1,0,1,52,43.2,66,70,52,1,71,3,82,0,1,0,0,0,1.0
2025-12-31,ATM031,0,0,0,6.0,408,10,55.0,1,0,2,0,1,55,46.3,61,77,55,2,86,3,87,2,0,0,0,0,1.0
2025-12-30,ATM228,8,3,1,9.5,174,3,81.0,0,1,1,1,1,73,45.1,30,52,150,0,87,0,10,3,0,0,0,0,1.0
2025-12-29,ATM164,8,3,2,3.0,468,14,60.0,0,2,0,1,1,93,38.7,53,66,65,0,80,2,99,2,0,0,0,0,1.0
2025-12-29,ATM054,6,0,1,3.9,515,19,56.0,1,1,2,1,2,88,52.0,50,50,62,1,77,0,17,0,0,0,0,0,1.0
2025-12-31,ATM160,5,4,0,4.1,496,0,88.0,1,1,0,1,2,54,45.4,63,56,86,2,94,2,12,2,0,0,0,0,1.0
2025-12-29,ATM134,5,5,2,2.5,579,18,50.0,1,1,0,0,1,64,38.3,46,65,151,0,87,1,35,0,1,0,0,0,1.0
2025-12-29,ATM101,0,5,1,8.2,359,15,48.0,0,0,0,1,2,47,34.3,55,58,61,2,85,0,55,0,0,0,0,0,1.0
2025-12-29,ATM084,6,0,2,9.9,206,9,55.0,0,2,0,0,2,47,46.8,40,76,97,0,83,1,33,0,0,0,0,0,1.0
2025-12-29,ATM220,9,1,2,5.3,424,0,65.0,0,1,1,0,0,91,48.1,46,82,104,0,95,1,34,0,4,0,0,0,1.0
2025-12-29,ATM147,3,1,2,1.7,29,0,23.0,0,2,1,1,1,55,41.8,65,56,54,1,100,0,21,4,3,0,0,0,1.0
2025-12-31,ATM095,3,0,1,8.5,573,2,58.0,0,2,2,1,2,67,50.8,43,47,152,0,98,2,79,1,1,0,0,0,1.0
2025-12-31,ATM196,9,3,1,9.5,438,13,83.0,0,1,1,1,2,78,52.8,54,52,10,2,82,1,5,1,0,0,0,0,1.0
2025-12-31,ATM110,4,1,2,5.8,394,10,100.0,1,0,0,1,1,52,40.2,41,71,60,1,87,0,53,0,0,0,0,0,2.0
2025-12-31,ATM093,9,4,2,9.5,446,9,80.0,0,2,1,0,2,89,54.7,55,52,36,0,91,5,37,0,0,0,0,0,2.0
2025-12-31,ATM263,0,1,2,4.1,535,15,59.0,1,2,1,0,1,93,48.1,54,55,10,6,100,3,21,1,3,0,0,0,2.0
2025-12-31,ATM159,2,3,0,4.1,647,24,54.0,0,1,1,0,0,33,54.0,34,65,40,1,92,0,21,6,0,0,0,0,2.0
2025-12-31,ATM138,1,4,2,2.4,584,23,51.0,0,2,2,0,1,70,53.1,46,76,147,2,77,3,77,2,1,0,0,0,2.0
2025-12-31,ATM010,3,2,0,1.5,720,13,85.0,1,1,2,1,0,61,43.4,55,56,53,0,100,1,0,0,0,0,0,0,2.0
2025-12-31,ATM275,9,5,1,9.1,500,7,59.0,0,1,1,0,0,47,54.1,41,60,51,0,65,3,64,0,2,0,0,0,2.0
2025-12-31,ATM037,1,1,2,4.0,500,10,68.0,1,2,0,0,1,78,45.3,58,65,39,0,73,0,0,3,3,0,0,0,2.0
2025-12-31,ATM030,4,0,2,9.5,422,10,59.0,0,0,0,1,2,86,46.7,24,42,10,1,98,1,47,2,0,0,0,0,2.0
2025-12-31,ATM296,5,2,1,3.0,506,16,41.0,0,2,2,1,2,84,46.4,31,55,10,0,87,0,68,0,1,0,0,0,2.0
2025-12-31,ATM114,5,4,1,1.2,523,22,38.0,0,1,0,1,0,69,48.5,42,55,23,0,100,1,40,2,4,0,0,0,2.0
2025-12-31,ATM015,3,3,1,4.7,640,16,20.0,0,1,0,0,1,52,50.1,65,75,31,1,84,0,13,2,1,0,0,0,2.0
2025-12-31,ATM149,8,5,0,9.0,148,0,54.0,0,0,0,1,2,31,44.5,76,75,45,0,73,0,0,0,2,0,0,0,2.0
2025-12-21,ATM216,8,0,1,3.2,352,11,72.0,0,2,1,0,1,90,48.2,55,52,45,3,100,0,51,4,0,0,0,0,2.0
2025-12-28,ATM011,5,0,1,5.6,722,16,52.0,0,0,1,1,2,92,39.3,51,62,44,3,88,1,3,0,0,0,0,0,2.0
2025-12-22,ATM090,3,5,0,2.6,340,12,99.0,0,0,1,1,2,48,52.8,46,54,10,0,79,2,52,2,3,0,0,0,2.0
2025-12-24,ATM139,6,5,2,8.7,490,24,100.0,1,1,1,1,1,63,43.8,32,61,18,4,92,0,47,3,0,0,0,0,2.0
2025-12-25,ATM043,9,5,0,9.3,702,30,25.0,0,1,1,0,0,54,43.0,44,61,39,0,87,2,16,1,0,0,0,0,2.0
2025-12-25,ATM268,4,5,2,5.0,574,10,64.0,0,0,1,0,2,100,54.6,53,69,25,2,73,0,37,1,1,0,0,0,2.0
2025-12-26,ATM103,6,0,0,9.0,756,3,38.0,0,1,2,0,0,72,44.6,38,55,10,0,81,0,0,1,0,0,0,0,2.0
2025-12-27,ATM176,0,4,2,4.3,565,24,37.0,0,2,2,1,0,100,44.2,56,81,60,1,74,0,78,0,0,0,0,0,2.0
2025-12-28,ATM244,0,0,2,4.3,291,4,63.0,1,2,1,1,2,46,44.1,34,65,79,0,100,1,89,0,3,0,0,0,2.0
2025-12-30,ATM058,4,0,2,9.9,227,2,87.0,0,2,2,1,2,100,45.5,40,56,55,2,92,0,18,1,0,0,0,0,2.0
2025-12-28,ATM289,3,0,1,5.9,332,2,48.0,0,1,0,0,1,74,50.5,28,55,63,0,81,0,0,0,0,0,0,0,2.0
2025-12-29,ATM272,9,5,0,7.4,152,3,69.0,0,2,1,1,0,82,42.3,32,57,99,2,82,1,94,1,0,0,0,0,2.0
2025-12-29,ATM271,8,0,0,5.6,20,0,44.0,0,0,0,1,1,100,48.9,23,63,55,0,91,3,57,2,2,0,0,0,2.0
2025-12-29,ATM270,3,2,1,7.9,642,20,0.0,1,0,2,1,0,65,45.4,62,57,77,2,95,0,24,1,1,0,0,0,2.0
2025-12-29,ATM051,5,3,1,5.4,238,3,92.0,0,0,1,0,1,85,41.0,50,65,52,4,91,2,30,0,1,0,0,0,2.0
2025-12-29,ATM057,9,2,0,3.7,439,11,86.0,0,1,2,1,0,87,47.2,50,86,31,0,91,0,54,2,1,0,0,0,2.0
2025-12-29,ATM199,0,2,2,8.2,642,23,92.0,1,0,1,0,1,84,49.1,35,80,-15,0,92,3,68,0,3,0,0,0,2.0
2025-12-31,ATM249,9,0,2,3.1,125,3,16.0,0,0,0,1,2,75,51.0,47,41,38,3,87,0,38,1,1,0,0,0,2.0
2025-12-30,ATM126,7,1,2,9.2,695,21,54.0,1,2,1,0,2,43,44.5,45,49,56,4,94,0,5,2,0,0,0,0,2.0
2025-12-30,ATM184,0,0,1,3.5,726,23,67.0,0,0,0,0,2,88,42.7,65,55,60,3,84,0,52,2,1,0,0,0,2.0
2025-12-30,ATM133,1,2,1,10.0,305,9,14.0,0,1,2,1,1,35,48.7,30,42,64,1,87,0,17,4,0,0,0,0,2.0
2025-12-30,ATM082,1,0,0,5.8,367,11,27.0,0,1,2,0,0,65,47.2,34,53,99,2,97,3,6,0,0,0,0,0,2.0
2025-12-30,ATM166,2,4,0,4.9,271,7,43.0,0,1,2,0,2,70,53.0,83,79,87,2,96,0,15,0,5,0,0,0,2.0
2025-12-29,ATM088,5,3,2,3.1,481,19,15.0,0,0,2,0,0,49,39.3,30,60,81,3,92,0,21,5,0,0,0,0,3.0
2025-12-31,ATM002,7,2,2,4.5,626,15,72.0,0,2,1,1,0,62,51.5,29,52,-15,1,71,4,44,1,0,0,0,0,3.0
2025-12-27,ATM236,9,0,0,7.5,338,15,70.0,1,2,1,1,1,69,39.9,15,56,63,0,84,2,100,2,0,0,0,0,3.0
2025-12-31,ATM145,8,1,2,7.8,450,20,69.0,0,1,2,1,1,48,51.1,32,56,42,3,100,2,67,0,2,0,0,0,3.0
2025-12-30,ATM214,1,2,1,2.5,497,20,56.0,0,0,2,1,2,74,44.1,34,80,29,2,72,2,16,3,3,0,0,0,3.0
2025-12-31,ATM239,8,0,1,4.1,880,38,71.0,1,1,1,0,1,86,45.5,32,58,25,0,100,0,0,2,2,0,0,0,3.0
2025-12-31,ATM297,8,0,0,8.6,85,3,33.0,1,0,1,0,1,70,42.5,46,56,39,0,75,0,81,2,0,0,0,0,3.0
2025-12-24,ATM245,4,0,2,1.9,608,11,24.0,1,0,0,1,1,100,36.5,62,64,22,0,89,0,18,3,0,0,0,0,3.0
2025-12-28,ATM201,2,0,2,4.3,477,14,54.0,0,1,2,1,2,70,51.5,23,75,144,0,76,0,56,1,0,0,0,0,3.0
2025-12-31,ATM008,3,0,0,8.6,281,10,26.0,1,2,0,0,0,94,52.0,53,79,88,2,89,0,38,0,3,0,0,0,3.0
2025-12-30,ATM078,3,5,1,2.3,500,24,78.0,0,0,0,1,2,86,58.3,35,41,91,0,84,0,42,0,0,0,0,0,3.0
2025-12-31,ATM218,0,1,2,7.1,86,2,68.0,0,0,0,1,2,50,39.1,43,55,31,0,80,0,44,0,1,0,0,0,3.0
2025-12-29,ATM012,2,2,0,8.0,468,11,32.0,1,1,1,0,2,49,48.6,5,65,44,0,80,4,11,2,0,0,0,0,3.0
2025-12-30,ATM274,1,4,1,5.0,416,6,59.0,0,2,2,1,2,49,46.4,57,43,45,1,88,0,33,0,1,0,0,0,3.0
2025-12-30,ATM188,3,4,0,1.7,338,1,53.0,0,1,0,1,1,83,46.1,39,53,101,4,84,0,76,0,1,0,0,0,3.0
2025-12-29,ATM175,2,5,1,2.2,198,5,70.0,1,0,2,0,2,67,43.5,65,60,56,4,100,0,1,2,1,0,0,0,3.0
2025-12-29,ATM107,6,4,1,7.3,454,15,48.0,0,1,1,1,0,27,35.9,46,61,102,0,77,1,51,0,0,0,0,0,3.0
2025-12-31,ATM017,1,4,0,8.0,530,21,42.0,0,1,0,0,0,77,36.2,21,71,32,0,74,1,96,0,1,0,0,0,3.0
2025-12-31,ATM006,5,4,0,5.6,835,29,57.0,0,1,0,0,0,100,42.2,24,73,37,1,91,2,21,0,0,0,0,0,3.0
2025-12-22,ATM060,2,4,1,9.6,334,12,72.0,0,2,0,0,0,63,48.6,47,57,22,1,90,2,7,0,6,0,0,0,3.0
2025-12-31,ATM041,2,2,1,9.8,687,30,57.0,1,0,1,0,1,87,51.4,47,58,10,0,83,1,40,5,0,0,0,0,3.0
2025-12-27,ATM185,6,2,0,4.7,259,4,37.0,0,1,2,0,1,83,32.5,40,70,122,0,83,2,28,2,1,0,0,0,3.0
2025-12-27,ATM005,6,5,1,2.2,364,13,37.0,0,1,1,0,0,58,43.0,11,50,10,3,88,0,54,0,2,0,0,0,3.0
2025-12-23,ATM174,9,0,0,5.8,596,1,53.0,0,1,0,0,1,77,32.1,55,57,30,0,83,1,7,1,1,0,0,0,4.0
2025-12-26,ATM192,5,5,0,1.7,408,17,64.0,1,0,2,1,0,20,46.5,47,47,84,2,96,0,62,1,0,0,0,0,4.0
2025-12-28,ATM217,9,3,2,7.8,541,17,78.0,1,1,2,0,2,99,45.2,70,63,10,3,78,3,34,1,0,0,0,0,4.0
2025-12-29,ATM173,6,2,2,9.6,955,47,54.0,0,2,2,0,0,61,48.2,24,46,39,0,95,3,23,0,1,0,0,0,4.0
2025-12-28,ATM233,9,3,1,1.3,232,10,24.0,1,0,1,1,2,54,50.0,52,74,80,2,89,0,100,0,2,0,0,0,4.0
2025-12-30,ATM161,7,4,2,8.2,602,9,32.0,1,2,1,0,2,53,45.5,37,52,58,3,87,2,8,7,1,0,0,0,4.0
2025-12-28,ATM050,0,1,1,9.6,470,16,56.0,1,2,1,0,2,100,41.3,62,45,33,0,65,1,43,2,0,0,0,0,4.0
2025-12-30,ATM074,4,5,2,3.9,669,13,45.0,1,0,0,0,0,16,50.1,54,67,35,0,87,2,62,0,5,0,0,0,4.0
2025-12-31,ATM143,0,0,0,6.8,466,2,55.0,0,1,2,1,2,71,42.0,37,69,12,4,72,3,0,2,0,0,0,0,4.0
2025-12-30,ATM049,8,4,2,2.0,356,2,26.0,0,0,1,1,0,85,50.1,12,36,125,0,95,0,0,1,0,0,0,0,4.0
2025-12-31,ATM100,8,0,2,7.4,283,9,37.0,0,0,2,1,1,47,54.8,57,77,68,3,77,1,21,5,1,0,0,0,5.0
2025-12-30,ATM067,2,5,1,2.5,239,9,43.0,0,1,0,0,2,76,40.4,27,59,10,1,88,0,17,0,0,0,0,0,5.0
2025-12-31,ATM144,1,4,0,9.8,828,28,43.0,0,0,0,0,0,61,47.1,55,65,10,0,100,0,72,1,0,0,0,0,5.0
2025-12-31,ATM140,3,3,0,5.3,265,10,77.0,1,0,1,0,1,90,48.0,42,72,179,3,93,0,32,2,1,0,0,0,5.0
2025-12-31,ATM205,6,0,1,5.8,98,3,41.0,0,0,1,1,1,25,33.6,57,57,76,1,93,6,25,2,1,0,0,0,5.0
2025-12-31,ATM282,2,0,0,7.7,507,18,70.0,0,2,2,0,0,27,48.8,49,53,32,4,56,0,7,1,0,0,0,0,6.0
2025-12-25,ATM298,1,1,0,3.2,429,2,73.0,1,2,2,1,2,83,41.5,12,70,31,2,78,0,40,0,4,0,0,0,6.0
2025-12-30,ATM025,1,4,1,2.2,618,10,47.0,0,1,1,0,2,35,47.8,53,51,54,2,62,2,51,0,1,0,0,0,7.0
